Word,contempPoet,19th,contempAmateur,total
b,2,0,0,2
youth,0,4,1,5
supposed,0,0,1,1
sedate,0,1,0,1
clods,1,3,0,4
declare,0,1,0,1
swerve,1,0,0,1
ditches,0,2,0,2
ages,0,2,0,2
frailest,0,2,0,2
showers,0,3,0,3
ownerless,1,0,0,1
creased,0,1,0,1
aged,1,1,0,2
fading,0,2,0,2
mountain,5,1,0,6
built,4,2,2,8
dancing,1,3,2,6
pulsetempo,1,0,0,1
flares,1,2,0,3
rowed,0,1,0,1
lifts,2,2,0,4
build,2,2,2,6
deepening,0,1,0,1
zucchini,1,0,0,1
serene,1,2,0,3
eggs,0,1,0,1
unimagined,1,0,0,1
chart,1,0,0,1
depths,0,2,0,2
most,6,11,8,25
charm,0,3,0,3
moss,1,1,0,2
branching,0,1,0,1
whetted,0,1,0,1
drifts,1,1,0,2
reflections,0,0,1,1
joining,1,0,0,1
thomas,2,0,0,2
particularly,0,1,0,1
sparrow,1,0,0,1
swelling,0,0,1,1
scattered,1,1,0,2
hugging,1,0,0,1
finn,0,0,1,1
carefully,0,2,0,2
hopped,1,0,0,1
fine,3,11,4,18
find,9,13,9,31
giant,2,1,0,3
depended,1,0,0,1
hubcaps,1,0,0,1
unhappy,0,0,1,1
massing,0,1,0,1
fiend,0,1,0,1
override,0,1,0,1
8,1,0,0,1
gills,2,0,0,2
boulder,0,0,1,1
unendable,1,0,0,1
pristine,1,0,0,1
ferret,1,0,0,1
cheapen,1,0,0,1
breast,1,5,0,6
silk,0,3,0,3
sill,1,0,0,1
silo,1,0,0,1
spikes,0,2,0,2
contagious,0,0,1,1
whitening,0,1,0,1
common,0,1,0,1
gospel,0,2,0,2
restaurants,0,1,0,1
vino,0,1,0,1
devils,0,0,1,1
vine,0,2,0,2
lion,8,0,0,8
tender,2,1,0,3
feared,0,1,0,1
tunneled,1,0,0,1
please,4,4,9,17
halves,1,0,0,1
fans,1,0,0,1
smallest,1,0,0,1
distraught,0,1,0,1
burned,2,1,1,4
asway,0,1,0,1
historical,1,0,0,1
vanishing,2,1,0,3
drawings,0,1,0,1
floats,3,0,0,3
journeyed,0,2,0,2
restaurant,1,0,0,1
foreign,0,1,0,1
afar,0,2,1,3
consume,0,0,1,1
point,2,2,0,4
simple,2,1,0,3
gypsy,0,1,0,1
simply,2,0,4,6
throughout,0,1,0,1
patiently,0,0,1,1
consuming,0,1,0,1
weaving,0,1,0,1
raise,0,2,0,2
create,0,0,1,1
winneth,0,1,0,1
secret,3,4,0,7
dropping,0,1,1,2
4,3,0,0,3
slips,0,1,1,2
gay,0,2,0,2
decorous,0,1,0,1
gas,0,1,0,1
cruelty,0,3,0,3
dissension,0,1,0,1
understand,2,4,4,10
chatter,0,1,0,1
honking,1,0,0,1
fur,2,0,0,2
grains,0,0,1,1
bill,1,0,0,1
cluster,0,1,0,1
tiered,1,0,0,1
sobs,0,0,1,1
fun,0,3,12,15
vaults,1,0,0,1
century,2,0,0,2
cents,1,0,0,1
mystic,0,1,1,2
feace,0,1,0,1
encountered,1,0,0,1
itself,3,4,0,7
soeur,0,4,0,4
tribesmen,0,1,0,1
ruts,1,0,0,1
ingrain,0,1,0,1
galapagos,1,0,0,1
butcher,0,2,0,2
wherein,0,1,0,1
benign,0,1,0,1
degredation,0,1,0,1
ached,1,0,0,1
magnified,0,1,0,1
sapiens,0,1,0,1
strips,2,1,0,3
itch,1,0,0,1
keys,5,1,0,6
assignment,2,0,0,2
yesterday,2,0,2,4
husbands,1,0,0,1
moment,4,2,11,17
purpose,1,0,0,1
timid,1,0,0,1
task,0,3,0,3
tourture,0,1,0,1
spent,0,1,2,3
flags,0,1,0,1
y,1,0,0,1
spend,0,1,4,5
howl,1,1,0,2
echoing,1,0,0,1
isolated,1,0,0,1
profoundly,0,1,0,1
shape,3,2,0,5
unsought,0,1,0,1
wage,0,1,0,1
cut,4,2,1,7
cup,0,2,2,4
excites,1,0,0,1
danger,1,0,0,1
snag,1,0,0,1
shouting,1,3,0,4
deliberately,1,0,0,1
snap,1,0,0,1
lilacs,1,2,0,3
excited,1,1,0,2
hates,0,0,1,1
bin,1,0,0,1
confession,0,0,1,1
big,12,6,6,24
bid,0,4,0,4
matters,0,0,2,2
bit,0,2,1,3
knock,1,1,2,4
maples,2,0,0,2
follows,0,2,0,2
foolish,2,1,4,7
valleys,0,4,1,5
often,3,3,2,8
absolutely,2,0,0,2
obliged,0,1,0,1
back,36,19,26,81
martial,1,0,0,1
strongest,0,1,1,2
accelerate,1,0,0,1
mirror,4,1,4,9
candle,3,0,1,4
scuttled,0,1,0,1
lightning,0,1,0,1
ourselves,1,1,0,2
scald,0,0,1,1
balmy,1,0,0,1
pell,0,1,0,1
pen,0,5,0,5
lark,0,1,0,1
peg,0,1,0,1
aflame,0,1,0,1
laughing,1,13,1,15
patient,1,0,0,1
virtues,1,0,0,1
nitty,0,0,1,1
tripping,0,1,0,1
goods,2,1,0,3
god,11,21,12,44
iced,0,1,0,1
graduation,0,0,1,1
piled,2,1,0,3
beans,2,0,0,2
hindrances,0,0,1,1
invading,0,1,0,1
obscenely,1,0,0,1
remembrance,0,2,0,2
lesson,0,0,1,1
tweil,0,1,0,1
bores,0,1,0,1
assasin,0,1,0,1
explosives,0,1,0,1
homemade,1,0,0,1
forward,0,1,3,4
errant,1,0,0,1
frenzied,0,1,0,1
pounded,1,0,0,1
bacateria,0,1,0,1
hoped,0,0,1,1
boys,2,8,5,15
eaglehawk,0,1,0,1
delighting,0,1,0,1
hopes,0,2,1,3
aversion,1,0,0,1
possession,0,2,0,2
constant,1,0,0,1
flow,0,3,1,4
jaspers,0,1,0,1
gigantically,0,1,0,1
scarlet,0,3,0,3
single,0,0,2,2
cure,1,1,0,2
necks,1,0,0,1
obtuse,1,0,0,1
curl,0,3,1,4
cafe,1,0,0,1
prevail,0,1,0,1
denying,2,0,0,2
brethren,0,1,0,1
shagged,0,1,0,1
brushing,2,0,0,2
explaining,0,1,0,1
cellar,4,0,0,4
lend,1,2,0,3
firetruck,0,1,0,1
fished,1,1,0,2
lens,1,0,0,1
lushing,0,0,1,1
fishes,1,0,0,1
bulwarks,0,1,0,1
desert,0,1,0,1
mantel,1,0,0,1
downcast,1,2,0,3
strolled,1,0,0,1
southwind,0,1,0,1
cooked,1,0,0,1
implied,1,0,0,1
noon,0,1,0,1
rinse,2,0,0,2
loungers,1,0,0,1
tombs,0,1,0,1
pulsing,0,0,1,1
intricate,1,0,0,1
grays,1,0,0,1
uncleanly,0,1,0,1
graves,2,2,1,5
mower,0,1,0,1
blaze,2,2,0,4
mowed,0,1,0,1
fatal,0,2,0,2
random,2,0,0,2
unhurt,0,1,0,1
ophelia,0,1,0,1
rhyme,0,0,1,1
startlingly,1,0,0,1
putting,0,0,1,1
resonant,0,0,1,1
whene'er,0,1,0,1
entire,0,0,1,1
salad,0,1,0,1
t'were,0,2,0,2
shock,1,0,1,2
kinsmen,0,1,0,1
hardening,1,0,0,1
bleeding,2,1,1,4
crow,1,1,0,2
quakes,1,0,0,1
grooved,1,0,0,1
rivers,0,1,0,1
nephew,0,1,0,1
nests,0,1,0,1
depression,1,0,1,2
zest,0,1,0,1
wiggled,1,0,0,1
giving,0,1,3,4
1905,1,0,0,1
exercise,1,0,0,1
body,16,6,5,27
sins,1,0,0,1
nonexistent,0,0,1,1
baring,1,0,0,1
packing,1,0,0,1
objects,3,0,0,3
sink,1,1,0,2
others,5,3,7,15
sing,5,11,3,19
remark,0,2,0,2
stalks,2,2,0,4
drank,2,1,0,3
stalky,1,0,0,1
weekday,1,0,0,1
climb,3,1,1,5
clime,0,1,0,1
looted,1,1,0,2
composed,1,1,0,2
drums,0,1,0,1
speeches,0,1,0,1
limp,1,0,0,1
private,0,2,0,2
talon,1,0,0,1
beloved,0,1,0,1
names,12,1,0,13
limb,1,5,0,6
scandal,0,1,0,1
lime,2,3,0,5
hammered,1,0,0,1
totality,0,0,1,1
overbear,0,1,0,1
themselves,4,3,2,9
oily,1,0,0,1
bungalows,0,1,0,1
basalt,0,1,0,1
thatch,0,1,0,1
trail,1,1,0,2
train,3,3,1,7
ashamed,1,0,0,1
unforgiving,0,1,0,1
iii,1,3,0,4
fan,0,1,0,1
account,1,0,0,1
tunnel,1,0,0,1
crocked,0,0,1,1
unreal,1,1,0,2
crickets,0,2,0,2
praise,0,5,0,5
pelicans,1,0,0,1
industrial,1,0,0,1
closing,1,0,4,5
unpacking,1,0,0,1
reserved,1,0,0,1
boned,0,1,0,1
exclaims,0,1,0,1
fulfillment,0,1,0,1
bones,7,0,0,7
native,0,1,0,1
lamb,1,1,0,2
daring,0,1,1,2
lame,2,0,0,2
meditates,0,0,1,1
thrall,0,1,0,1
lamp,0,4,0,4
solitudes,0,1,0,1
forest,0,10,1,11
furnace,0,1,1,2
profile,1,0,0,1
changeless,0,1,0,1
buildings,4,1,0,5
summers,1,0,0,1
waters,0,4,0,4
bluff,1,0,0,1
trifling,0,1,0,1
chasing,0,1,0,1
bind,0,1,0,1
lines,3,1,1,5
trembling,1,5,0,6
chief,0,3,0,3
lined,1,0,0,1
dispraise,0,1,0,1
rutted,0,1,0,1
shreds,0,0,1,1
thyself,0,1,0,1
bunch,1,1,0,2
bridges,0,1,0,1
industrious,1,0,0,1
la,1,0,0,1
lo,0,3,0,3
ample,0,1,0,1
whereof,0,1,0,1
labor,1,0,0,1
squatting,1,0,0,1
marsh,0,2,0,2
revives,0,1,0,1
criminal,1,0,0,1
dad,1,2,1,4
tickled,1,0,0,1
sapling,0,1,0,1
greater,0,2,1,3
dam,0,1,0,1
spell,1,0,0,1
beads,1,0,0,1
cutting,1,0,0,1
kindness,2,4,0,6
day,33,26,45,104
frayed,2,0,0,2
slacken,0,1,0,1
freshness,0,0,1,1
slipping,1,0,0,1
gazing,2,1,0,3
strip,0,0,1,1
snodgrass,4,0,0,4
gongly,0,0,1,1
lesion,0,0,1,1
empires,0,1,0,1
mats,0,1,0,1
rollcall,1,0,0,1
disgusts,0,1,0,1
mate,0,1,1,2
messenger,0,1,0,1
asthmatic,1,0,0,1
smog,0,0,1,1
red,10,12,1,23
frank,1,0,0,1
grunting,1,0,0,1
bleed,0,1,0,1
yard,7,1,0,8
retract,0,1,0,1
ruins,0,0,1,1
mortal,1,2,1,4
barriers,0,1,0,1
retain,0,1,0,1
south,3,8,0,11
scalding,0,1,0,1
fuckyoufuckyoufuck,1,0,0,1
braced,1,0,0,1
savour,0,1,0,1
sack,2,1,0,3
alleys,2,0,0,2
reached,1,2,1,4
sockets,1,0,0,1
humblest,0,1,0,1
ancient,3,2,0,5
electrodes,1,0,0,1
laps,1,1,0,2
chased,1,1,0,2
ripples,0,1,0,1
reeboks,1,0,0,1
maidens,0,1,0,1
acquiescence,0,0,1,1
scant,1,0,0,1
jingle,0,1,0,1
ferocity,1,0,0,1
dissever,0,1,0,1
gear,0,2,0,2
agonies,0,1,0,1
nobody,7,3,2,12
dreary,1,1,0,2
unending,0,1,1,2
loved,1,6,10,17
o'er,0,16,0,16
flashed,1,0,0,1
loves,0,5,4,9
lover,1,5,1,7
coronation,0,1,0,1
wakes,0,1,1,2
curves,0,1,0,1
comfortable,0,0,2,2
tide,1,5,2,8
cavern,1,0,0,1
have,66,76,71,213
throat,3,3,0,6
mia,0,0,1,1
mid,0,2,0,2
mix,1,0,0,1
longings,0,1,0,1
e're,0,1,0,1
reciting,1,0,0,1
unless,0,0,1,1
crownèd,0,1,0,1
eight,4,0,0,4
prisoner,1,0,0,1
herman,1,0,0,1
afresh,0,1,0,1
gather,0,4,1,5
request,0,0,1,1
disease,1,0,0,1
planks,2,0,0,2
selection,0,0,1,1
text,1,0,0,1
charles,2,0,0,2
hamlet,0,1,0,1
rotating,1,0,0,1
gasping,1,0,0,1
incorruptible,0,1,0,1
lolling,1,0,0,1
coloring,1,0,0,1
ribboned,0,1,0,1
bracing,0,1,0,1
rends,0,1,0,1
pull,2,1,0,3
beat,4,3,5,12
bear,2,7,2,11
beam,1,0,0,1
bean,1,0,0,1
october,0,2,0,2
perfection,0,0,1,1
beak,0,1,0,1
thrives,0,1,0,1
calling,1,1,0,2
dome,0,1,0,1
rubato,1,0,0,1
including,1,0,0,1
fixed,3,1,0,4
joanna,1,0,0,1
madam,0,3,0,3
omission,1,0,0,1
farthest,0,1,0,1
exists,0,1,1,2
puddle,1,0,0,1
allures,0,1,0,1
yearning,0,1,4,5
daffodils,0,3,0,3
clearing,1,0,0,1
purses,0,1,0,1
routine,1,0,0,1
progress,0,1,0,1
bramble,0,1,0,1
adown,0,5,0,5
sorrow,2,1,8,11
jewelled,0,2,0,2
willing,0,1,2,3
instant,1,0,1,2
joke,1,2,1,4
taking,3,0,1,4
equal,1,1,2,4
pulp,1,0,0,1
conquered,0,1,0,1
passing,4,1,2,7
glorious,0,1,1,2
cornets,0,2,0,2
relevant,1,0,0,1
statues,1,1,0,2
reborn,0,1,0,1
laugh,1,9,8,18
manhood,0,1,0,1
escheated,0,1,0,1
tremendous,1,0,0,1
gaze,3,3,1,7
ah,1,6,0,7
curtain,3,1,0,4
bellows,0,2,0,2
hyacinth,1,1,0,2
cop,3,0,0,3
airplanes,0,1,0,1
ridden,1,0,0,1
finished,4,0,0,4
tense,0,1,0,1
bull,1,0,0,1
general,0,2,0,2
homes,0,1,1,2
plain,2,6,1,9
homey,1,0,0,1
appearance,1,0,0,1
value,0,1,0,1
unregretful,0,1,0,1
carved,0,0,1,1
chaotic,0,0,1,1
squid,1,0,0,1
helped,0,0,4,4
closets,2,0,0,2
creak,1,0,1,2
prose,1,0,0,1
partner,1,0,0,1
tranquil,1,0,0,1
tumbled,0,1,0,1
aguacero,1,0,0,1
slammed,0,0,1,1
tumbler,1,0,0,1
blooms,0,1,1,2
selfish,0,1,0,1
flew,0,2,1,3
spitting,1,0,0,1
sisters,1,0,2,3
judgment,0,0,1,1
center,1,1,0,2
thought,15,14,16,45
pobbles,0,1,0,1
sets,1,0,0,1
ravine,1,0,0,1
wreckage,1,0,0,1
usual,2,0,0,2
stores,1,0,0,1
022,1,0,0,1
domestic,1,0,0,1
tone,1,0,0,1
wether,0,0,1,1
bragging,0,1,0,1
terrorized,0,0,1,1
lake,1,3,0,4
bench,1,0,0,1
add,0,2,0,2
spirals,1,0,0,1
ravel,1,0,0,1
ought,0,1,1,2
resolved,0,1,0,1
tests,1,0,1,2
punctual,0,1,0,1
boardwood,1,0,0,1
royalty,0,0,1,1
resolves,1,0,0,1
like,100,58,70,228
success,0,1,1,2
sofa,1,0,0,1
khyber,0,2,0,2
squinched,1,0,0,1
soft,5,10,7,22
audible,0,0,1,1
heel,0,2,0,2
straightway,0,1,0,1
crazily,1,0,0,1
hail,0,1,0,1
hair,10,8,3,21
proper,1,2,0,3
stuffy,1,0,0,1
happens,1,4,1,6
hurricane,0,1,0,1
shelter,0,1,1,2
bustling,0,1,0,1
headlights,1,0,0,1
chains,1,1,0,2
panes,0,0,1,1
rumps,1,0,0,1
noise,1,2,1,4
slight,0,2,0,2
oiled,2,0,0,2
stellar,0,1,0,1
host,1,2,0,3
although,3,2,2,7
worthy,0,1,0,1
christened,1,0,0,1
retribution,0,1,0,1
gifts,0,1,1,2
about,18,13,33,64
boards,1,0,0,1
certainty,0,0,1,1
gizzards,1,0,0,1
dunken,0,1,0,1
toadstool,1,0,0,1
tailed,0,2,0,2
tomb,0,2,2,4
introduced,1,0,0,1
billions,0,0,1,1
chronic,1,0,0,1
guard,0,2,3,5
magnanimities,0,1,0,1
female,1,0,0,1
legends,0,1,0,1
adolescent,1,0,0,1
brides,1,0,0,1
rushes,0,1,0,1
avowed,0,1,0,1
bees,2,2,0,4
glimmer,0,2,0,2
maze,1,2,3,6
woodpecker,0,1,0,1
ivory,1,0,0,1
buy,3,1,0,4
chatting,1,0,0,1
bus,1,0,0,1
brand,1,1,0,2
but,66,116,113,295
reminds,1,0,1,2
bud,1,1,0,2
genitals,1,0,0,1
wisc,0,1,0,1
wise,1,5,0,6
princes,0,2,0,2
glory,0,4,1,5
dangerous,1,1,0,2
mists,0,1,0,1
thrice,0,1,0,1
preyed,1,0,0,1
rabbits,1,1,0,2
whisper,1,2,1,4
pig,3,1,0,4
pit,1,0,0,1
campus,1,0,0,1
speculum,1,0,0,1
dressed,3,1,0,4
oak,3,1,1,5
detail,2,0,0,2
virtual,1,0,0,1
oar,3,0,0,3
granite,1,1,0,2
dresses,1,0,0,1
beakless,1,0,0,1
wallow,0,0,2,2
suppurating,1,0,0,1
dogtags,1,0,0,1
gloriously,0,1,0,1
stirred,0,1,0,1
vwold,0,1,0,1
yell,0,0,2,2
baked,0,0,1,1
hats,1,0,0,1
sleek,2,0,0,2
sleet,0,1,0,1
hath,0,3,0,3
sleep,12,8,9,29
hate,3,4,7,14
feeding,0,1,0,1
brackish,1,0,0,1
paris,2,1,0,3
snipe,0,1,0,1
thinnest,0,0,1,1
under,22,24,5,51
pride,1,0,4,5
regrets,0,1,1,2
wondrous,0,1,0,1
merchant,0,1,0,1
risk,0,0,1,1
rise,3,5,3,11
every,11,14,15,40
sailing,0,1,0,1
softened,0,1,1,2
fireplace,1,0,0,1
monkeys,1,0,0,1
missionary,0,1,0,1
discovers,0,1,0,1
school,1,1,1,3
parrot,0,1,0,1
loneliness,2,0,1,3
glues,1,0,0,1
flutters,1,0,0,1
guiding,0,0,1,1
eileen,1,0,0,1
parted,1,1,0,2
picketed,0,1,0,1
throught,0,1,0,1
feathery,1,0,0,1
feathers,2,0,0,2
surrounding,0,0,1,1
street,7,6,2,15
friendships,0,1,0,1
emptiness,1,0,0,1
shining,1,7,1,9
blue,24,19,6,49
hide,1,2,0,3
blueback,1,0,0,1
solemn,1,1,0,2
beaten,1,1,0,2
revolver,0,1,0,1
sulphurous,1,0,0,1
children,10,11,7,28
ebbs,0,0,1,1
supplies,0,1,0,1
seeks,0,1,0,1
kicked,0,0,2,2
stared,4,0,2,6
path,2,1,2,5
stares,0,0,2,2
voice,1,5,6,12
vikings,0,1,0,1
hideously,0,1,0,1
leaves,6,6,6,18
changed,3,0,1,4
changes,3,1,0,4
punishment,0,0,1,1
prints,1,0,0,1
resurrected,0,1,0,1
stray,0,2,0,2
straw,0,1,0,1
visibly,0,0,1,1
feelings,1,5,5,11
sorrows,0,0,2,2
patience,1,1,1,3
assed,1,0,0,1
would,37,54,26,117
appeasing,0,1,0,1
hospital,3,0,0,3
beetles,1,0,0,1
conquer,0,1,0,1
spike,1,0,0,1
twopenny,0,1,0,1
tradesman,0,1,0,1
breathe,3,2,1,6
portraiture,0,1,0,1
grief,3,4,1,8
phone,3,0,1,4
connecticut,1,0,0,1
breaths,1,0,0,1
excellent,1,1,0,2
pouch,1,0,0,1
must,7,17,15,39
me,84,118,159,361
ma,0,4,0,4
inexactly,1,0,0,1
mo,2,0,0,2
henry,6,6,0,12
palpitating,1,0,0,1
my,170,167,251,588
shook,1,3,0,4
fanes,0,2,0,2
preserving,1,0,0,1
sentries,0,1,0,1
mermaids,0,1,0,1
keep,12,5,12,29
looses,0,1,0,1
ceremony,0,2,0,2
end,7,5,19,31
sitting,1,2,3,6
writers,1,0,0,1
aching,2,2,1,5
gate,1,5,2,8
eyeballs,1,0,0,1
badly,1,0,0,1
pokes,0,1,0,1
sparklen,0,1,0,1
mouths,3,1,0,4
lump,1,1,0,2
jumping,1,0,0,1
poked,1,0,0,1
parallel,1,1,0,2
girders,1,0,0,1
amid,0,4,1,5
acknowledged,0,1,0,1
hypnotic,0,0,1,1
patent,0,1,0,1
upside,1,0,0,1
ultimate,0,2,0,2
enter,5,1,2,8
aloud,1,2,0,3
vapor,0,1,0,1
untold,0,0,1,1
over,34,19,14,67
expects,1,0,0,1
sickly,0,1,0,1
oven,1,1,0,2
carnal,0,1,0,1
glances,0,1,0,1
beside,10,6,1,17
canto,0,1,0,1
writing,4,0,1,5
destroyed,0,0,1,1
tramp,0,1,0,1
entranced,0,1,0,1
fade,0,0,1,1
smouldering,0,1,0,1
denizens,1,0,0,1
diseases,1,0,0,1
powerful,0,1,0,1
plaster,2,0,0,2
shadows,6,7,4,17
gloom,0,2,0,2
vound,0,1,0,1
shadowy,1,2,0,3
trustful,0,1,0,1
chuck,0,1,0,1
explode,1,0,0,1
filling,3,2,0,5
capricious,0,1,0,1
victory,1,1,0,2
each,26,21,20,67
lasting,0,2,2,4
diana,0,1,0,1
fussing,0,0,1,1
ghosts,0,1,1,2
saturday,2,0,0,2
overcame,1,0,0,1
driving,1,0,0,1
trumpeter,0,1,0,1
haired,1,0,0,1
washed,3,1,2,6
laid,2,6,2,10
motes,0,1,0,1
lain,0,2,0,2
got,6,5,23,34
newly,2,0,0,2
washes,1,0,0,1
independence,1,0,1,2
perception,0,0,2,2
repining,0,1,0,1
eternal,1,4,0,5
free,1,6,7,14
aforesaid,0,1,0,1
rain,6,5,4,15
wanted,4,0,7,11
fret,0,0,1,1
glimpsing,0,1,0,1
grasses,1,0,0,1
days,10,9,10,29
filter,0,0,1,1
hopeless,0,1,3,4
onto,2,0,0,2
rang,1,1,0,2
already,4,3,6,13
officious,0,1,0,1
rank,1,2,0,3
hearing,1,0,2,3
fantasy,0,0,1,1
wrapper,0,1,0,1
sober,1,0,0,1
bandaged,1,0,0,1
dysfunction,0,0,1,1
lulled,1,0,0,1
top,4,1,1,6
à,0,1,0,1
fiction,0,1,0,1
toh,2,0,0,2
ton,1,0,1,2
too,11,22,10,43
wildly,0,1,0,1
gowns,0,1,0,1
toe,1,0,0,1
ceiling,1,1,0,2
yuletide,0,0,1,1
centered,1,0,0,1
tool,0,2,0,2
brushes,1,1,0,2
took,12,8,9,29
kindest,0,1,0,1
western,0,1,0,1
unsaid,0,1,0,1
nominate,1,0,0,1
flame,1,3,0,4
nervous,0,1,1,2
amidships,0,1,0,1
countess,0,1,0,1
bridge,1,1,0,2
fashion,0,3,1,4
bards,0,1,0,1
ran,3,5,1,9
talking,4,1,0,5
rat,6,1,0,7
cleaves,0,1,0,1
lunchtime,2,0,0,2
leafy,1,2,0,3
nipples,1,0,0,1
weaponlike,1,0,0,1
1964,1,0,0,1
thoroughly,1,0,0,1
snow,5,12,1,18
laughed,0,1,0,1
cleft,0,1,0,1
rider,0,1,0,1
inured,0,1,0,1
crumpled,0,1,0,1
though,8,20,5,33
glimpses,0,1,0,1
plenty,0,2,0,2
coil,0,1,0,1
coin,2,0,0,2
parting,0,1,2,3
glow,1,3,0,4
mixt,0,1,0,1
partition,0,1,0,1
metal,1,0,0,1
swerved,1,0,0,1
curie,1,0,0,1
storm,2,6,0,8
bait,1,2,0,3
inspire,0,2,0,2
alight,2,0,0,2
queen,2,2,0,4
colors,0,1,2,3
earth,14,16,5,35
schooners,0,1,0,1
sunsets,0,1,0,1
spite,2,2,1,5
situations,0,1,0,1
minnesota,1,0,0,1
refreshment,0,1,0,1
spits,0,1,0,1
liquified,0,0,1,1
soundless,0,1,0,1
shrine,0,1,0,1
kindling,0,1,0,1
watch,5,7,4,16
baffle,0,1,0,1
wedding,1,0,0,1
report,0,1,0,1
knocks,1,0,0,1
fabrics,0,0,1,1
angers,1,0,0,1
hesper,0,1,0,1
countries,0,0,1,1
doting,0,1,0,1
twice,2,1,0,3
automatic,1,0,0,1
thanks,1,1,1,3
swept,4,1,2,7
habit,1,1,0,2
liquor,1,0,0,1
sharpens,1,0,0,1
proclaims,1,0,0,1
rarity,0,1,0,1
chattered,0,1,0,1
unpainted,1,0,0,1
grandmother,4,2,0,6
mud,0,3,0,3
catalogue,0,1,0,1
finger,3,1,2,6
hopefully,0,0,1,1
approach,1,0,0,1
drowse,0,1,0,1
he/she,0,0,1,1
confusion,0,0,1,1
buckeyes,1,0,0,1
weak,0,2,2,4
however,1,0,0,1
otherwise,0,1,0,1
nightmares,1,0,0,1
rime,1,0,0,1
wear,1,2,1,4
spurt,0,1,0,1
news,1,0,0,1
improve,1,0,0,1
protect,0,1,0,1
rhythms,1,0,0,1
disengage,0,0,1,1
faces,2,7,2,11
unheeded,0,1,0,1
lenses,1,0,0,1
confide,0,0,1,1
vexes,0,1,0,1
hast,0,6,0,6
majestic,0,1,1,2
trust,1,0,2,3
bathroom,0,0,1,1
pedaling,1,0,0,1
beef,1,0,0,1
ropes,1,1,0,2
been,20,15,8,43
quickly,1,3,0,4
beer,2,0,0,2
trampled,1,1,0,2
unblessing,1,0,0,1
bladder,1,0,0,1
uncommon,1,1,0,2
catch,4,0,0,4
glides,0,1,0,1
openings,0,1,0,1
deeps,0,2,0,2
dells,0,1,0,1
fallow,0,1,0,1
parched,1,0,0,1
torment,1,0,1,2
cracked,3,1,0,4
decanted,1,0,0,1
accessories,0,0,1,1
experts,0,1,0,1
experience,0,1,0,1
exterior,0,0,1,1
punctuality,0,1,0,1
swale,1,0,0,1
furled,0,1,0,1
wound,1,0,0,1
forehead,2,0,1,3
inventory,1,0,0,1
advances,0,0,1,1
several,0,1,0,1
peaks,0,6,0,6
screw,1,0,0,1
misery,0,4,0,4
springtime,0,0,1,1
greeted,0,1,0,1
action,0,4,0,4
characters,0,1,0,1
dylan,0,0,1,1
disfigurements,0,1,0,1
possessed,1,2,0,3
ocean,0,2,0,2
greatest,1,4,2,7
mother,17,5,12,34
alarms,0,2,0,2
hearts,1,11,5,17
thumbs,1,0,0,1
followed,0,1,0,1
niggers,2,0,0,2
elf,0,0,1,1
patching,1,1,0,2
fall'n,0,1,0,1
pitiful,0,0,1,1
gave,3,5,11,19
turquoise,1,1,0,2
bandy,0,1,0,1
casting,0,1,0,1
bands,1,0,1,2
breaks,0,0,2,2
sussex,0,4,0,4
descending,2,0,0,2
rip,0,0,1,1
battled,0,3,0,3
judge,0,2,1,3
burns,0,1,1,2
nacre,0,1,0,1
rumor,1,0,0,1
apart,2,1,11,14
melting,0,2,0,2
58,1,0,0,1
gift,2,4,4,10
zeal,0,1,0,1
orlando,0,1,0,1
offices,1,0,0,1
flaps,0,0,1,1
hung,7,8,0,15
willows,1,0,0,1
petting,1,0,0,1
finny,1,0,0,1
proudly,0,1,0,1
donald,1,0,0,1
apparent,0,1,0,1
intellect,0,1,0,1
embodied,0,2,0,2
ice,0,3,0,3
everything,5,8,4,17
icy,3,0,0,3
loins,1,1,0,2
cnn,1,0,0,1
landward,0,1,0,1
christmas,1,1,12,14
splendor,0,1,0,1
cord,0,1,0,1
core,2,0,1,3
brawl,1,0,0,1
corn,1,1,0,2
lamps,0,1,0,1
garnished,0,1,0,1
attacks,0,1,0,1
plum,1,0,0,1
surround,0,0,1,1
plunging,0,2,0,2
dinner,0,1,0,1
coiled,1,1,0,2
steadily,0,0,1,1
twitch,2,0,0,2
duke,0,2,0,2
primitive,1,0,0,1
aha,0,1,0,1
froze,1,0,0,1
presence,1,4,1,6
civil,1,0,0,1
hornbeam,1,0,0,1
fern,0,1,0,1
finely,1,0,0,1
coastal,0,0,1,1
camped,0,1,0,1
fairyland,0,1,0,1
pearl,0,3,0,3
transform,1,0,0,1
sunlight,5,2,1,8
why,2,13,20,35
stuck,1,0,2,3
fought,1,2,0,3
crews,0,1,0,1
gin,3,0,0,3
head,18,6,10,34
medium,0,1,0,1
heal,0,1,0,1
heat,0,1,0,1
hear,11,15,8,34
heap,2,1,0,3
counsel,0,1,0,1
lashed,1,0,0,1
bargain,1,0,0,1
twixt,0,1,0,1
adore,0,0,1,1
panicky,1,0,0,1
trim,0,1,0,1
brightly,0,3,1,4
hams,1,0,0,1
cobbles,1,0,0,1
shines,3,1,0,4
trip,0,0,1,1
constructed,1,0,0,1
pipe,0,2,0,2
faithful,0,1,0,1
eerie,0,0,1,1
whereas,1,0,0,1
tip,1,0,0,1
vanishes,1,0,1,2
tis,0,6,0,6
setting,0,0,1,1
tie,1,3,0,4
confusing,0,1,0,1
erosion,0,0,1,1
